1	1080	1
1	1081	1
3	1082	1
3	1083	1
3	1084	1
3	1085	1
3	1086	1
3	1081	1
3	1087	1
3	1088	1
3	1089	1
3	1090	1
3	1091	1
3	1092	1
5	1093	1
5	1094	1
5	1095	1
6	1096	1
7	1097	1
7	1098	1
7	1099	1
13	1100	1
17	1101	1
17	1102	1
17	1103	1
17	1104	1
18	1105	1
18	1099	1
19	1106	1
19	1084	1
20	1107	1
22	1108	1
22	1109	1
23	1107	1
25	1093	1
25	1095	1
26	1080	1
26	1085	1
26	1110	1
26	1111	1
27	1080	1
28	1107	1
28	1087	1
28	1108	1
28	1109	1
29	1112	1
29	1113	1
31	1114	1
33	1115	1
33	1116	1
34	1084	1
34	1107	1
34	1117	1
35	1080	1
36	1106	1
36	1081	1
36	1109	1
37	1084	1
37	1080	1
37	1107	1
37	1085	1
37	1118	1
37	1087	1
37	1119	1
37	1108	1
37	1117	1
38	1106	1
38	1084	1
38	1107	1
38	1085	1
38	1118	1
38	1081	1
38	1087	1
38	1119	1
38	1108	1
38	1109	1
39	1118	1
41	1118	1
41	1081	1
44	1085	1
44	1119	1
44	1108	1
44	1117	1
45	1118	1
46	1084	1
47	1120	1
50	1084	1
50	1087	1
50	1108	1
50	1109	1
50	1117	1
51	1107	1
51	1108	1
52	1109	1
53	1106	1
53	1121	1
54	1085	1
57	1107	1
57	1118	1
57	1117	1
58	1122	1
58	1119	1
58	1097	1
58	1109	1
58	1123	1
61	1084	1
63	1124	1
63	1125	1
63	1126	1
63	1093	1
63	1094	1
65	1106	1
65	1080	1
65	1085	1
65	1081	1
65	1119	1
65	1108	1
66	1084	1
66	1107	1
66	1081	1
69	1127	1
70	1084	1
71	1108	1
72	1089	1
73	1094	1
75	1084	1
75	1118	1
77	1107	1
77	1087	1
78	1106	1
81	1118	1
82	1106	1
82	1084	1
82	1107	1
82	1085	1
82	1118	1
82	1087	1
82	1128	1
82	1117	1
83	1087	1
85	1095	1
87	1080	1
90	1129	1
91	1084	1
91	1107	1
91	1118	1
91	1117	1
92	1130	1
92	1085	1
92	1081	1
92	1108	1
92	1109	1
92	1131	1
93	1080	1
93	1081	1
93	1119	1
94	1118	1
94	1108	1
94	1109	1
95	1124	1
95	1125	1
95	1132	1
95	1126	1
95	1133	1
99	1107	1
100	1106	1
100	1084	1
100	1080	1
100	1107	1
100	1085	1
100	1118	1
100	1087	1
100	1108	1
100	1109	1
100	1121	1
101	1134	1
101	1135	1
104	1085	1
104	1128	1
104	1123	1
105	1088	1
105	1136	1
105	1137	1
105	1091	1
108	1138	1
109	1084	1
109	1085	1
109	1087	1
109	1122	1
109	1119	1
109	1108	1
109	1109	1
109	1117	1
110	1138	1
111	1080	1
111	1085	1
111	1119	1
111	1117	1
112	1139	1
112	1140	1
112	1141	1
112	1134	1
112	1132	1
112	1126	1
112	1142	1
112	1143	1
112	1093	1
113	1117	1
114	1118	1
115	1106	1
115	1080	1
115	1128	1
115	1093	1
116	1134	1
118	1094	1
125	1144	1
130	1145	1
132	1118	1
132	1087	1
133	1118	1
134	1107	1
134	1085	1
134	1118	1
134	1087	1
134	1119	1
134	1108	1
134	1109	1
134	1117	1
136	1132	1
137	1146	1
137	1107	1
137	1085	1
137	1087	1
137	1108	1
137	1109	1
137	1147	1
137	1117	1
137	1148	1
138	1118	1
139	1147	1
139	1149	1
140	1106	1
140	1085	1
140	1118	1
140	1108	1
141	1109	1
142	1084	1
142	1080	1
